Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount_numeric,Date_converted,Amount_numeric_IQR_capped,Boxes Shipped_IQR_capped,Amount_numeric_IQR_capped_MinMax,Boxes Shipped_IQR_capped_MinMax,Amount_numeric_IQR_capped_Zscore,Boxes Shipped_IQR_capped_Zscore,PC1,PC2
Brien Boise,Canada,Manuka Honey Choco,09-08-2022,"$6,930.00",182,6930.0,2022-08-09,6930.0,182.0,0.3934360455443566,0.38306878306878306,0.21737147015086625,0.16111795863018494,0.039777239461831634,0.2676324416985035
Van Tuxwell,India,Choco Coated Almonds,13-04-2022,"$5,733.00",114,5733.0,2022-04-13,5733.0,114.0,0.3254101974269805,0.23915343915343915,-0.06160457131831618,-0.4127913413305159,0.24832654653862352,-0.33544856680117274
Andria Kimpton,USA,Caramel Stuffed Bars,02-05-2022,"$8,393.00",46,8393.0,2022-05-02,8393.0,46.0,0.4765787487989275,0.09523809523809525,0.5583421875020892,-0.9867006412912168,1.0925102614633895,-0.30289516745288697
Dotty Strutley,USA,99% Dark & Pure,09-08-2022,"$3,822.00",320,3822.0,2022-08-09,3822.0,320.0,0.21680752762555547,0.6751322751322753,-0.5069873743656075,1.3258162438445484,-1.2959878670196359,0.5789994462398855
Camilla Castle,Australia,Raspberry Choco,23-08-2022,"$6,342.00",178,6342.0,2022-08-23,6342.0,178.0,0.3600198394516105,0.3746031746031746,0.08033060767477664,0.12735858804426137,-0.03325380382476933,0.14685843867211193
Gunar Cockshoot,India,Spicy Special Slims,13-05-2022,"$6,510.00",170,6510.0,2022-05-13,6510.0,170.0,0.3695673269066808,0.3576719576719577,0.11948513981080225,0.05983984687241419,0.04217559110259325,0.12680191411988906
Karlen McCaffrey,USA,Manuka Honey Choco,01-02-2022,"$10,171.00",67,10171.0,2022-02-01,10171.0,67.0,0.5776229910317552,0.13968253968253969,0.9727276526083602,-0.809463945715118,1.260199764548224,0.11544487426585237
Camilla Castle,USA,50% Dark Bites,23-06-2022,"$5,908.00",301,5908.0,2022-06-23,5908.0,301.0,0.33535549685934546,0.634920634920635,-0.020818600343289508,1.1654592335614116,-0.8388251007252956,0.8093831537702054
Madelene Upcott,UK,Choco Coated Almonds,24-05-2022,"$10,164.00",134,10164.0,2022-05-24,10164.0,134.0,0.5772251790544606,0.2814814814814815,0.9710962137693592,-0.24399448840089805,0.859198875261317,0.5141385606204693
Jan Morforth,Canada,Mint Chip Choco,01-04-2022,"$1,064.00",211,1064.0,2022-04-01,1064.0,211.0,0.060069608571484176,0.4444444444444445,-1.1497742769320278,0.4058733953781309,-1.1000090182275866,-0.526017357877401
Camilla Castle,Canada,70% Dark Bites,27-07-2022,"$9,716.00",151,9716.0,2022-07-27,9716.0,151.0,0.5517652125076064,0.3174603174603175,0.8666841280732909,-0.10051716341072282,0.6839145919807376,0.5417618562340091
Ches Bonnell,India,Peanut Butter Cubes,27-01-2022,"$22,050.00",208,22050.0,2022-01-27,17603.252500000002,208.0,1.0000000000000002,0.4380952380952381,2.704908422574472,0.38055386743868824,1.6435668678183737,2.1817513083636633
Jan Morforth,India,Choco Coated Almonds,12-08-2022,"$2,541.00",134,2541.0,2022-08-12,2541.0,134.0,0.1440079357806442,0.2814814814814815,-0.8055406819028027,-0.24399448840089805,-0.3970731213746972,-0.7421334360155212
Gigi Bohling,Canada,Almond Choco,01-02-2022,"$9,989.00",49,9989.0,2022-02-01,9989.0,49.0,0.5672798796220956,0.1015873015873016,0.9303102427943325,-0.9613811133517741,1.3376277858428878,-0.0219704232685492
Rafaelita Blaksland,India,After Nines,02-03-2022,"$4,739.00",204,4739.0,2022-03-02,4739.0,204.0,0.2689208966511477,0.42962962962962964,-0.2932688864564677,0.34679449685276464,-0.4525931587271625,0.03784832207837477
Kelci Walkden,Australia,99% Dark & Pure,30-06-2022,"$3,185.00",34,3185.0,2022-06-30,3185.0,34.0,0.18060663769174712,0.06984126984126984,-0.6554483087147045,-1.0879787530489875,0.3058452102583902,-1.2327890978772473
Dotty Strutley,Australia,Spicy Special Slims,17-01-2022,"$8,225.00",91,8225.0,2022-01-17,8225.0,91.0,0.46703126134385714,0.19047619047619047,0.5191876553660636,-0.6069077221995766,0.7962696777394889,-0.06202745410412188
Brien Boise,USA,Milk Bars,07-07-2022,"$14,301.00",130,14301.0,2022-07-07,14301.0,130.0,0.8123320576355675,0.27301587301587305,1.93527656761899,-0.27775385898682164,1.5648488216251384,1.1720455472444853
Mallorie Waber,New Zealand,Mint Chip Choco,31-01-2022,"$1,316.00",107,1316.0,2022-01-31,1316.0,107.0,0.07439083975408968,0.22433862433862434,-1.0910424787279893,-0.4718702398558822,-0.4378208888289344,-1.1051461817133539
Beverie Moffet,UK,99% Dark & Pure,10-08-2022,"$3,486.00",121,3486.0,2022-08-10,3486.0,121.0,0.1977125527154148,0.25396825396825395,-0.5852964386376587,-0.3537124428051497,-0.16375461386745074,-0.6639795476626033
Beverie Moffet,USA,Peanut Butter Cubes,18-08-2022,"$13,930.00",339,13930.0,2022-08-18,13930.0,339.0,0.7912480228389539,0.7153439153439154,1.8488103091519332,1.4861732541276855,0.2564231207171866,2.358189492740691
Brien Boise,New Zealand,White Choc,15-06-2022,"$5,509.00",321,5509.0,2022-06-15,5509.0,321.0,0.3126802141535534,0.6772486772486773,-0.11381061416635033,1.3342560864910293,-1.0239377836452557,0.8629852695492088
Marney O'Breen,USA,Baker's Choco Chips,26-01-2022,"$8,470.00",9,8470.0,2022-01-26,8470.0,9.0,0.480954680549168,0.016931216931216932,0.576288014731101,-1.29897481921101,1.3260110663875642,-0.5110167401217929
Kelci Walkden,USA,Spicy Special Slims,29-04-2022,$77.00,69,77.0,2022-04-29,77.0,69.0,0.003978119772945972,0.1439153439153439,-1.3798071532311782,-0.7925842604221562,-0.41522928957325517,-1.536112699985699
Mallorie Waber,Canada,White Choc,03-03-2022,"$3,381.00",72,3381.0,2022-03-03,3381.0,72.0,0.19174537305599584,0.15026455026455027,-0.6097680212226747,-0.7672647324827135,0.11136699254654371,-0.9737091980610662
Kaine Padly,Australia,Almond Choco,22-02-2022,"$4,102.00",392,4102.0,2022-02-22,4102.0,392.0,0.23272000671733936,0.8275132275132276,-0.4417298208055648,1.933484914391173,-1.6795304460318132,1.054830142543972
Oby Sorrel,USA,Smooth Sliky Salty,04-03-2022,"$3,577.00",158,3577.0,2022-03-04,3577.0,158.0,0.20288410842024457,0.3322751322751323,-0.5640877337306448,-0.041438264885356554,-0.36956898360405477,-0.42817153980612727
Dennison Crosswaite,India,Smooth Sliky Salty,07-07-2022,"$2,975.00",9,2975.0,2022-07-07,2975.0,9.0,0.1686722783729092,0.016931216931216932,-0.7043914738847366,-1.29897481921101,0.4204339154607771,-1.416593891048563
Camilla Castle,New Zealand,Caramel Stuffed Bars,17-06-2022,"$4,137.00",347,4137.0,2022-06-17,4137.0,347.0,0.23470906660381236,0.7322751322751324,-0.43357262661055945,1.5536919952995327,-1.4052082901647394,0.7920440013383806
Jan Morforth,Canada,Caramel Stuffed Bars,02-08-2022,"$9,541.00",114,9541.0,2022-08-02,9541.0,114.0,0.5418199130752414,0.23915343915343915,0.8258981570982642,-0.4127913413305159,0.8758857441235562,0.2921106307837481
Oby Sorrel,USA,Baker's Choco Chips,12-08-2022,"$8,001.00",120,8001.0,2022-08-12,8001.0,120.0,0.45430127807043,0.2518518518518519,0.4669816125180295,-0.3621522854516306,0.5862862017659821,0.07412552803586737
Madelene Upcott,New Zealand,Peanut Butter Cubes,28-01-2022,"$5,152.00",333,5152.0,2022-01-28,5152.0,333.0,0.2923918033115289,0.7026455026455027,-0.19701399495540473,1.4355341982488001,-1.154385898028531,0.8757660343853119
Kelci Walkden,Australia,Orange Choco,29-04-2022,"$11,116.00",432,11116.0,2022-04-29,11116.0,432.0,0.6313276079665258,0.9121693121693123,1.1929718958735043,2.271078620250409,-0.7623365756497026,2.4494536103239857
Marney O'Breen,Australia,Manuka Honey Choco,05-04-2022,"$13,076.00",236,13076.0,2022-04-05,13076.0,236.0,0.742714961609013,0.4973544973544974,1.649774770793803,0.6168694615401533,0.7303743484968584,1.6027595072207095
Kaine Padly,Canada,Manuka Honey Choco,18-01-2022,"$10,213.00",135,10213.0,2022-01-18,10213.0,135.0,0.5800098628955227,0.2835978835978836,0.9825162856423666,-0.23555464575441715,0.8613062155568844,0.5281816408509846
Jehu Rudeforth,UK,Baker's Choco Chips,16-05-2022,"$2,485.00",97,2485.0,2022-05-16,2485.0,97.0,0.1408254399622874,0.20317460317460317,-0.8185921926148112,-0.5562686663206912,-0.18549074430734921,-0.9721734365412534
Kelci Walkden,Australia,White Choc,24-08-2022,"$8,715.00",168,8715.0,2022-08-24,8715.0,168.0,0.49487809975447894,0.35343915343915344,0.6333883740961384,0.042960161579452406,0.4174957928744049,0.4782506360217976
Curtice Advani,India,85% Dark Bars,18-01-2022,$273.00,402,273.0,2022-01-18,273.0,402.0,0.015116855137194693,0.8486772486772488,-1.3341268657391483,2.017883340855982,-2.3702291476899324,0.48348884023534605
Kaine Padly,USA,Eclairs,22-08-2022,"$7,623.00",10,7623.0,2022-08-22,7623.0,10.0,0.4328194312965218,0.01904761904761905,0.3788839152119719,-1.290534976564529,1.1804574190160886,-0.6446346475583178
Gunar Cockshoot,UK,99% Dark & Pure,07-03-2022,$7.00,84,7.0,2022-03-07,7.0,84.0,0.0,0.17566137566137566,-1.396121541621189,-0.6659866207249429,-0.516283353746853,-1.4581306651350752
Beverie Moffet,UK,Choco Coated Almonds,04-03-2022,"$3,010.00",69,3010.0,2022-03-04,3010.0,69.0,0.1706613382593822,0.1439153439153439,-0.6962342796897312,-0.7925842604221562,0.06812972474308084,-1.0527536856693722
Dotty Strutley,Canada,Manuka Honey Choco,22-04-2022,"$11,550.00",111,11550.0,2022-04-22,11550.0,111.0,0.6559919505587908,0.23280423280423282,1.2941211038915703,-0.4381108692699586,1.2248729748106761,0.6052906416660174
Kaine Padly,Australia,Milk Bars,09-06-2022,"$4,046.00",89,4046.0,2022-06-09,4046.0,89.0,0.22953751089898258,0.18624338624338624,-0.45478133151757333,-0.6237874074925384,0.11950534238361918,-0.7626632693298748
Jan Morforth,Canada,Fruit & Nut Bars,25-07-2022,"$8,904.00",199,8904.0,2022-07-25,8904.0,199.0,0.505619023141433,0.41904761904761906,0.6774372227491672,0.30459528362036015,0.26363906346872773,0.6944018445995114
Jan Morforth,India,Smooth Sliky Salty,03-08-2022,"$11,298.00",89,11298.0,2022-08-03,11298.0,89.0,0.6416707193761853,0.18624338624338624,1.235389305687532,-0.6237874074925384,1.3146364613137485,0.4324678496002319
Rafaelita Blaksland,Australia,Manuka Honey Choco,03-08-2022,"$4,396.00",131,4396.0,2022-08-03,4396.0,131.0,0.24942810976371244,0.2751322751322751,-0.37320938956752,-0.26931401634034074,-0.07346512294285022,-0.4543326573885244
Jehu Rudeforth,UK,Milk Bars,03-05-2022,"$12,068.00",227,12068.0,2022-05-03,12068.0,227.0,0.6854300368785909,0.47830687830687835,1.4148475779776493,0.5409108777218252,0.6179665670787011,1.3829300663880222
Husein Augar,Canada,After Nines,19-01-2022,"$9,772.00",301,9772.0,2022-01-19,9772.0,301.0,0.5549477083259631,0.634920634920635,0.8797356387852995,1.1654592335614116,-0.20203709141117263,1.4461711630843164
Roddy Speechley,USA,50% Dark Bites,11-02-2022,"$10,458.00",316,10458.0,2022-02-11,10458.0,316.0,0.5939332821008336,0.6666666666666667,1.039616645007404,1.2920568732586248,-0.17850219724070276,1.6487421562790057
Van Tuxwell,India,Almond Choco,14-06-2022,"$6,426.00",390,6426.0,2022-06-14,6426.0,390.0,0.3647935831791456,0.8232804232804234,0.09990787374278945,1.9166052290982112,-1.2845990193354724,1.4258900893704092
Kelci Walkden,USA,50% Dark Bites,23-03-2022,"$6,188.00",223,6188.0,2022-03-23,6188.0,223.0,0.35126797595112935,0.46984126984126984,0.04443895321675317,0.5071515071359016,-0.3271871846163724,0.39003335495317454
Madelene Upcott,Canada,85% Dark Bars,17-02-2022,"$7,504.00",101,7504.0,2022-02-17,7504.0,101.0,0.4260566276825136,0.21164021164021166,0.3511494549489537,-0.5225092957347676,0.6177700270514251,-0.12116970544270214
Dennison Crosswaite,Canada,Smooth Sliky Salty,17-03-2022,"$1,750.00",479,1750.0,2022-03-17,1750.0,473.5,0.09905518234635471,1.0,-0.9898932707099233,2.621332090079366,-2.5535219410069323,1.1536014522671316
Mallorie Waber,Australia,Spicy Special Slims,29-06-2022,"$5,439.00",287,5439.0,2022-06-29,5439.0,287.0,0.3087020943806074,0.6052910052910053,-0.130125002556361,1.047301436510679,-0.8325662194126273,0.6485416759936015
Ches Bonnell,Canada,Choco Coated Almonds,24-08-2022,"$15,547.00",269,15547.0,2022-08-24,15547.0,269.0,0.8831425895940058,0.5671957671957673,2.2256726809611798,0.8953842688740229,0.9406559571207335,2.206920533697865
Gigi Bohling,Canada,Spicy Special Slims,04-07-2022,"$11,956.00",277,11956.0,2022-07-04,11956.0,277.0,0.6790650452418774,0.5841269841269842,1.3887445565536323,0.96290301004587,0.30111544524662065,1.662865941303348
Roddy Speechley,New Zealand,Almond Choco,28-03-2022,"$2,723.00",67,2723.0,2022-03-28,2723.0,67.0,0.1543510471903037,0.13968253968253969,-0.763123272088775,-0.809463945715118,0.03276780456592906,-1.1119870857164194
Curtice Advani,India,Smooth Sliky Salty,19-04-2022,"$19,327.00",135,19327.0,2022-04-19,17603.252500000002,135.0,1.0000000000000002,0.2835978835978836,2.704908422574472,-0.23555464575441715,2.079221375443976,1.7460968007380533
Ches Bonnell,New Zealand,Mint Chip Choco,18-01-2022,"$9,058.00",229,9058.0,2022-01-18,9058.0,229.0,0.5143708866419142,0.48253968253968255,0.7133288772071906,0.557790563014787,0.10998219669978061,0.8988171758790074
Van Tuxwell,New Zealand,Fruit & Nut Bars,17-01-2022,"$2,996.00",88,2996.0,2022-01-17,2996.0,88.0,0.169865714304793,0.18412698412698414,-0.6994971573677333,-0.6322272501390193,-0.04756700757122275,-0.9416713592196616
Andria Kimpton,New Zealand,Mint Chip Choco,15-02-2022,"$8,848.00",211,8848.0,2022-02-15,8848.0,211.0,0.5024365273230763,0.4444444444444445,0.6643857120371586,0.4058733953781309,0.18279581212984947,0.7567874724800108
Andria Kimpton,UK,Milk Bars,11-02-2022,"$14,336.00",293,14336.0,2022-02-11,14336.0,293.0,0.8143211175220405,0.6179894179894181,1.9434337618139952,1.0979404923895644,0.5978540242576197,2.150576359273509
Camilla Castle,USA,Manuka Honey Choco,21-03-2022,"$16,401.00",179,16401.0,2022-03-21,16401.0,179.0,0.9316756508239467,0.37671957671957673,2.42470821931931,0.13579843069074227,1.618503633063544,1.8105516154953425
Gunar Cockshoot,New Zealand,Almond Choco,05-01-2022,"$5,173.00",129,5173.0,2022-01-05,5173.0,129.0,0.29358523924341273,0.2708994708994709,-0.19211967843840153,-0.28619370163330254,0.06652037973461165,-0.33821863458096124
Brien Boise,India,Raspberry Choco,30-05-2022,"$6,328.00",164,6328.0,2022-05-30,6328.0,164.0,0.35922421549702127,0.344973544973545,0.07706772999677451,0.009200790993528822,0.047989172787569166,0.06100105619517682
Jehu Rudeforth,USA,99% Dark & Pure,04-01-2022,"$2,534.00",219,2534.0,2022-01-04,2534.0,219.0,0.1436101238033496,0.4613756613756614,-0.8071721207418038,0.4733921365499781,-0.9054956700761361,-0.23601809024637022
Beverie Moffet,Australia,Fruit & Nut Bars,22-04-2022,"$1,435.00",258,1435.0,2022-04-22,1435.0,258.0,0.08115364336809784,0.543915343915344,-1.0633080184649712,0.802545999762733,-1.3193580289929796,-0.1843865917002338
Gigi Bohling,Canada,Milk Bars,10-02-2022,"$3,052.00",116,3052.0,2022-02-10,3052.0,116.0,0.17304821012314978,0.2433862433862434,-0.6864456466557248,-0.3959116560375542,-0.20543855493130467,-0.7653421884011964
Dotty Strutley,India,Spicy Special Slims,12-08-2022,$910.00,204,910.0,2022-08-12,910.0,204.0,0.05131774507100304,0.42962962962962964,-1.1856659313900513,0.34679449685276464,-1.0836131607105415,-0.5931716799049923
Gunar Cockshoot,USA,Organic Choco Syrup,10-08-2022,"$2,331.00",321,2331.0,2022-08-10,2331.0,321.0,0.13207357646180626,0.6772486772486773,-0.8544838470728346,1.3342560864910293,-1.5476728492767986,0.33925020391767563
Kelci Walkden,Australia,Raspberry Choco,07-06-2022,$679.00,56,679.0,2022-06-07,679.0,56.0,0.03818994982028133,0.11640211640211641,-1.2395034130770866,-0.9023022148264079,-0.23843725390729867,-1.5144852834740703
Jehu Rudeforth,India,Baker's Choco Chips,06-06-2022,"$2,086.00",74,2086.0,2022-06-06,2086.0,74.0,0.11815015725649539,0.1544973544973545,-0.9115842064378721,-0.7503850471897517,-0.11398501862592729,-1.1751897293636369
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05-04-2022,"$5,012.00",189,5012.0,2022-04-05,5012.0,189.0,0.284435563765637,0.3978835978835979,-0.22964277173542608,0.2201968571555512,-0.31808465203525027,-0.0066792702539356305
Wilone O'Kielt,USA,50% Dark Bites,18-04-2022,"$4,501.00",131,4501.0,2022-04-18,4501.0,131.0,0.2553952894231314,0.2751322751322751,-0.34873780698250395,-0.26931401634034074,-0.05616110095061859,-0.4370286353962931
Andria Kimpton,India,50% Dark Bites,31-01-2022,"$13,482.00",15,13482.0,2022-01-31,13482.0,15.0,0.7657880562920997,0.029629629629629634,1.7443982234558648,-1.2483357633321246,2.1161824963452416,0.35076912944555777
Madelene Upcott,USA,Baker's Choco Chips,22-08-2022,"$5,621.00",140,5621.0,2022-08-22,5621.0,140.0,0.31904520579026696,0.2941798941798942,-0.08770759274233325,-0.19335543252201268,0.0747043039259191,-0.19874157110522583
Jehu Rudeforth,Australia,99% Dark & Pure,25-02-2022,"$10,486.00",198,10486.0,2022-02-25,10486.0,198.0,0.595524530010012,0.41693121693121693,1.0461424003634083,0.29615544097387925,0.5303208647858245,0.9491479059816552
Jan Morforth,Australia,Mint Chip Choco,22-02-2022,"$17,626.00",103,17626.0,2022-02-22,17603.252500000002,103.0,1.0000000000000002,0.21587301587301588,2.704908422574472,-0.5056296104418058,2.2701932144031436,1.5551249617788816
Oby Sorrel,New Zealand,Milk Bars,12-01-2022,"$4,494.00",187,4494.0,2022-01-12,4494.0,187.0,0.2549974774458368,0.39365079365079364,-0.350369245821505,0.2033171718625894,-0.39151542059531147,-0.1039815186838915
Brien Boise,UK,Almond Choco,25-05-2022,$105.00,125,105.0,2022-05-25,105.0,125.0,0.005569367682124361,0.26243386243386246,-1.373281397875174,-0.3199530722192261,-0.7448156018872042,-1.1972975759425537
Kelci Walkden,India,Smooth Sliky Salty,01-02-2022,"$2,464.00",8,2464.0,2022-02-01,2464.0,8.0,0.13963200403040363,0.014814814814814815,-0.8234865091318144,-1.307414661857491,0.34218887839939066,-1.506774668044896
Rafaelita Blaksland,UK,Eclairs,27-04-2022,"$1,379.00",70,1379.0,2022-04-27,1379.0,70.0,0.07797114754974106,0.14603174603174604,-1.0763595291769799,-0.7841444177756753,-0.20662728683705747,-1.3155749573145572
Gigi Bohling,USA,Smooth Sliky Salty,22-07-2022,"$2,583.00",126,2583.0,2022-07-22,2583.0,126.0,0.14639480764441176,0.26455026455026454,-0.7957520488687962,-0.3115132295727452,-0.3424085528380124,-0.7829547869584216
Curtice Advani,New Zealand,Mint Chip Choco,26-01-2022,"$3,220.00",265,3220.0,2022-01-26,3220.0,265.0,0.1825956975782201,0.5587301587301589,-0.6472911145196992,0.8616248982880993,-1.0669647448973605,0.15155687194001669
Curtice Advani,USA,Mint Chip Choco,24-08-2022,"$4,802.00",296,4802.0,2022-08-24,4802.0,296.0,0.2725012044467991,0.6243386243386244,-0.2785859369054581,1.123260020329007,-0.9912547825394317,0.5972747722813321
Madelene Upcott,New Zealand,Fruit & Nut Bars,18-01-2022,"$5,677.00",21,5677.0,2022-01-18,5677.0,21.0,0.32222770160862374,0.04232804232804233,-0.07465608203032471,-1.1976967074532392,0.7941096417845155,-0.8996892855054555
Karlen McCaffrey,India,85% Dark Bars,30-03-2022,$945.00,83,945.0,2022-03-30,945.0,83.0,0.05330680495747603,0.17354497354497356,-1.177508737195046,-0.6744264633714238,-0.3557328873154432,-1.3095159386386164
Ches Bonnell,Australia,Caramel Stuffed Bars,17-01-2022,"$8,757.00",162,8757.0,2022-01-17,8757.0,162.0,0.4972649716182465,0.34074074074074073,0.6431770071301447,-0.007678894299432969,0.46022462147614146,0.4493650250138454
Kelci Walkden,USA,Fruit & Nut Bars,17-02-2022,"$4,816.00",145,4816.0,2022-02-17,4816.0,145.0,0.2732968284013883,0.3047619047619048,-0.2753230592274559,-0.15115621928960818,-0.08779921451855982,-0.30156638987496165
Kelci Walkden,Canada,Peanut Butter Cubes,08-04-2022,"$7,532.00",44,7532.0,2022-04-08,7532.0,44.0,0.427647875591692,0.09100529100529102,0.357675210304958,-1.0035803265841787,0.9625530210620384,-0.4567238877241317
Gigi Bohling,Canada,Drinking Coco,06-07-2022,"$3,549.00",82,3549.0,2022-07-06,3549.0,82.0,0.20129286051106618,0.17142857142857143,-0.5706134890866491,-0.6828663060179047,0.07937472805937433,-0.886344063198755
Husein Augar,India,Fruit & Nut Bars,04-04-2022,"$4,340.00",226,4340.0,2022-04-04,4340.0,226.0,0.24624561394535566,0.4761904761904762,-0.3862609002795285,0.5324710350753443,-0.6496415815820705,0.10338617779232646
Jan Morforth,New Zealand,Organic Choco Syrup,02-03-2022,"$1,799.00",207,1799.0,2022-03-02,1799.0,207.0,0.10183986618741689,0.435978835978836,-0.9784731988369157,0.37211402479220734,-0.9550093844120692,-0.42876068380167853
Gigi Bohling,New Zealand,Raspberry Choco,09-08-2022,"$1,127.00",176,1127.0,2022-08-09,1127.0,176.0,0.06364991636713556,0.3703703703703704,-1.1350913273810181,0.11047890275129957,-0.8807511561706574,-0.7245103935436562
Dennison Crosswaite,Australia,Milk Bars,09-06-2022,"$10,038.00",286,10038.0,2022-06-09,10038.0,286.0,0.5700645634631578,0.6031746031746033,0.9417303146673399,1.038861593864198,-0.0686821861854093,1.400489969285857
Ches Bonnell,UK,Caramel Stuffed Bars,02-06-2022,"$2,926.00",300,2926.0,2022-06-02,2926.0,300.0,0.16588759453184704,0.6328042328042329,-0.715811545757744,1.1570193909149307,-1.324291455337199,0.3119810592233632
Van Tuxwell,USA,Fruit & Nut Bars,05-07-2022,"$6,279.00",235,6279.0,2022-07-05,6279.0,235.0,0.3564395316559591,0.49523809523809526,0.06564765812376704,0.6084296188936724,-0.3838048051661264,0.4766446136227977
Andria Kimpton,Canada,Eclairs,11-08-2022,$308.00,125,308.0,2022-08-11,308.0,125.0,0.01710591502366768,0.26243386243386246,-1.3259696715441431,-0.3199530722192261,-0.7113611593688899,-1.16384313342424
Madelene Upcott,India,Choco Coated Almonds,11-02-2022,"$3,500.00",145,3500.0,2022-02-11,3500.0,145.0,0.198508176670004,0.3047619047619048,-0.5820335609596565,-0.15115621928960818,-0.3046762901545292,-0.518443465510927
Kelci Walkden,New Zealand,Spicy Special Slims,11-08-2022,$658.00,65,658.0,2022-08-11,658.0,65.0,0.03699651388839754,0.13544973544973546,-1.2443977295940898,-0.8263436310080798,-0.29560888801301116,-1.4642352581652494
Roddy Speechley,Australia,Drinking Coco,12-05-2022,"$12,565.00",102,12565.0,2022-05-12,12565.0,102.0,0.7136746872665074,0.21375661375661376,1.5306797355467252,-0.5140694530882867,1.4458560171095143,0.7188520245503194
Wilone O'Kielt,USA,Milk Bars,15-07-2022,"$5,012.00",93,5012.0,2022-07-15,5012.0,93.0,0.284435563765637,0.19470899470899472,-0.22964277173542608,-0.5900280369066148,0.2548308648422539,-0.5795947871314506
Andria Kimpton,India,Organic Choco Syrup,18-01-2022,"$3,955.00",134,3955.0,2022-01-18,3955.0,134.0,0.2243659551941528,0.2814814814814815,-0.47599003642458715,-0.24399448840089805,-0.1640456252126449,-0.5091059398534734
Madelene Upcott,UK,Fruit & Nut Bars,05-01-2022,"$8,512.00",189,8512.0,2022-01-05,8512.0,189.0,0.4833415524129356,0.3978835978835979,0.5860766477651074,0.2201968571555512,0.2587160810391364,0.5701214628204402
Curtice Advani,Australia,50% Dark Bites,29-06-2022,$504.00,232,504.0,2022-06-29,504.0,232.0,0.028244650387916403,0.48888888888888893,-1.2802893840521132,0.5831100909542297,-1.3176224048364424,-0.4929802058523447
Brien Boise,Canada,Raspberry Choco,14-06-2022,"$2,800.00",45,2800.0,2022-06-14,2800.0,45.0,0.15872697894054427,0.09312169312169313,-0.7451774448597632,-0.9951404839376977,0.1767505599779936,-1.2305906088732137
Gunar Cockshoot,India,Mint Chip Choco,08-08-2022,"$4,256.00",67,4256.0,2022-08-08,4256.0,67.0,0.2414718702178205,0.13968253968253969,-0.4058381663475413,-0.809463945715118,0.28540652565251046,-0.8593483646298428
Dennison Crosswaite,India,Mint Chip Choco,23-03-2022,"$13,573.00",138,13573.0,2022-03-23,13573.0,138.0,0.7709596119969294,0.28994708994708995,1.7656069283628788,-0.21023511781497445,1.3971313094058737,1.0998139545048078
Barr Faughny,India,Caramel Stuffed Bars,04-01-2022,"$6,566.00",99,6566.0,2022-01-04,6566.0,99.0,0.3727498227250376,0.2074074074074074,0.13253665052281077,-0.5393889810277294,0.4751231705224376,-0.28768804184158303
Brien Boise,India,Milk Bars,22-02-2022,"$13,503.00",251,13503.0,2022-02-22,13503.0,251.0,0.7669814922239834,0.5291005291005292,1.749292539972868,0.7434671012373667,0.7112259884198237,1.762647246167895
Beverie Moffet,UK,Spicy Special Slims,17-02-2022,"$8,680.00",252,8680.0,2022-02-17,8680.0,252.0,0.4928890398680059,0.5312169312169313,0.625231179901133,0.7519069438838476,-0.08957329172415515,0.9737837059588794
Barr Faughny,USA,Almond Choco,03-02-2022,$385.00,78,385.0,2022-02-03,385.0,78.0,0.02148184677390825,0.16296296296296298,-1.3080238443151313,-0.7166256766038281,-0.4181816547699753,-1.431643405767887
Van Tuxwell,Canada,Raspberry Choco,17-03-2022,"$1,267.00",130,1267.0,2022-03-17,1267.0,130.0,0.0716061559130275,0.27301587301587305,-1.1024625506009968,-0.27775385898682164,-0.5831571083438779,-0.9759603827244904
Wilone O'Kielt,Australia,Baker's Choco Chips,25-01-2022,"$2,961.00",154,2961.0,2022-01-25,2961.0,154.0,0.16787665441832,0.3238095238095238,-0.7076543515627387,-0.07519763547128014,-0.4472144327552508,-0.5535599486971139
Brien Boise,Australia,Milk Bars,27-07-2022,"$1,981.00",52,1981.0,2022-07-27,1981.0,52.0,0.11218297759707642,0.10793650793650794,-0.936055789022888,-0.9360615854123314,4.0986662691632425e-06,-1.3237868906402988
Husein Augar,Australia,Fruit & Nut Bars,28-01-2022,"$7,959.00",53,7959.0,2022-01-28,7959.0,53.0,0.45191440620666246,0.11005291005291007,0.4571929794840231,-0.9276217427658506,0.9792118807898476,-0.3326433685817908
Madelene Upcott,Australia,Organic Choco Syrup,05-07-2022,"$10,794.00",50,10794.0,2022-07-05,10794.0,50.0,0.6130282570109743,0.10370370370370371,1.1179257092794552,-0.9529412707052932,1.4643240844825227,0.11666161530603131
Van Tuxwell,India,White Choc,15-03-2022,"$1,897.00",44,1897.0,2022-03-15,1897.0,44.0,0.10740923386954125,0.09100529100529102,-0.9556330550909008,-1.0035803265841787,0.03390384081227602,-1.3853730679738767
Gunar Cockshoot,Canada,After Nines,04-08-2022,"$2,744.00",200,2744.0,2022-08-04,2744.0,200.0,0.1555444831221875,0.4211640211640212,-0.7582289555717717,0.31303512626684105,-0.7574980967096667,-0.3147995756439158
